name,rating,snippet,temp_text,stemmed_text,tokenized_text,cleaned_text
Dwi Istanti,3.0,Baik,,,[],[]
asep nurfalah,5.0,Rumah kedua,rumah,rumah,['rumah'],['rumah']
Moh Udin,5.0,Sangat menyenangkan,menyenangkan,senang,['senang'],['senang']
Dolly Arman,4.0,Tempat kuliahnya para  calon pegawai PLN,kuliahnya calon pegawai pln,kuliah calon pegawai pln,"['kuliah', 'calon', 'pegawai', 'pln']","['kuliah', 'calon', 'pegawai', 'pln']"
Jes Jes,3.0,Kampus Swasta dibawah naungan YPK PLN,kampus swasta dibawah naungan ypk pln,kampus swasta bawah naung ypk pln,"['kampus', 'swasta', 'bawah', 'naung', 'ypk', 'pln']","['kampus', 'swasta', 'bawah', 'naung', 'ypk', 'pln']"
PEMBASMI JAWA,5.0,Pasti ganteng kalo kuliah dimari,ganteng kuliah dimari,ganteng kuliah mari,"['ganteng', 'kuliah', 'mari']","['ganteng', 'kuliah', 'mari']"
Ibrahim Zahid,5.0,Pokoknya kaget dah,pokoknya kaget dah,pokok kaget dah,"['pokok', 'kaget', 'dah']","['pokok', 'kaget', 'dah']"
nur mukhlas,5.0,Bismillah aja dulu,bismillah,bismillah,['bismillah'],['bismillah']
Nur Fadilah,5.0,❤❤, ,,[],[]
indra,4.0,Dekat tempat kerja,kerja,kerja,['kerja'],['kerja']
kausar,5.0,Kampus dengan kelas kerja sama pln,kampus kelas kerja pln,kampus kelas kerja pln,"['kampus', 'kelas', 'kerja', 'pln']","['kampus', 'kelas', 'kerja', 'pln']"
Eko Putro,5.0,Menyenangkan,menyenangkan,senang,['senang'],['senang']
Kamran J.Rappo,5.0,Cakep,cakep,cakep,['cakep'],['cakep']
Zaenurrasid,5.0,Mari meraih mimpi d sttpln,mari meraih mimpi d sttpln,mari raih mimpi d sttpln,"['mari', 'raih', 'mimpi', 'd', 'sttpln']","['mari', 'raih', 'mimpi', 'd', 'sttpln']"
slamet Supriatin,5.0,Karyawan dan dosenya ramah,karyawan dosenya ramah,karyawan dosenya ramah,"['karyawan', 'dosenya', 'ramah']","['karyawan', 'dosenya', 'ramah']"
Ahmad Syaiful,5.0,Kampus stt telkom,kampus stt telkom,kampus stt telkom,"['kampus', 'stt', 'telkom']","['kampus', 'stt', 'telkom']"
bill clinton,5.0,Teknik nya luar biasa,teknik,teknik,['teknik'],['teknik']
Ita Novita,5.0,Oke rekomended,oke rekomended,oke rekomended,"['oke', 'rekomended']","['oke', 'rekomended']"
Abdul Rosyad,5.0,Mencari rezeki...,mencari rezeki,cari rezeki,"['cari', 'rezeki']","['cari', 'rezeki']"
elita yolandara,5.0,Sangat bagus,bagus,bagus,['bagus'],['bagus']
CV. Aksara Global Akademia,5.0,Sukses selalu,sukses,sukses,['sukses'],['sukses']
Xoou CH,5.0,Banyak anak kuliahan,anak kuliahan,anak kuliah,"['anak', 'kuliah']","['anak', 'kuliah']"
Junaidi Sibarani,5.0,"Bagus,enak di lihat.",bagusenak lihat,bagusenak lihat,"['bagusenak', 'lihat']","['bagusenak', 'lihat']"
Pardi Sinaga,3.0,Cukup bagus,bagus,bagus,['bagus'],['bagus']
meika Meika,4.0,Lokasi membingungkan,lokasi membingungkan,lokasi bingung,"['lokasi', 'bingung']","['lokasi', 'bingung']"
Goen 72,5.0,Mudah dicari,mudah dicari,mudah cari,"['mudah', 'cari']","['mudah', 'cari']"
resha A.F,5.0,Memulai mimpi di sini,mimpi,mimpi,['mimpi'],['mimpi']
Aji Wildan Maulana,5.0,Tempat yang sangat menyenangkan,menyenangkan,senang,['senang'],['senang']
Aji pangestu,5.0,Pengn skolah di sini 🙏,pengn skolah ,pengn skolah,"['pengn', 'skolah']","['pengn', 'skolah']"
Onas Al Afis,5.0,Bagus,bagus,bagus,['bagus'],['bagus']
Priyo Susanto,5.0,Keren,keren,keren,['keren'],['keren']
Raisha Bakhtiar,1.0,Mantap,mantap,mantap,['mantap'],['mantap']
I Wyn Hadi S,5.0,Kampus kotak,kampus kotak,kampus kotak,"['kampus', 'kotak']","['kampus', 'kotak']"
adi shinjo,5.0,Kampus petir,kampus petir,kampus petir,"['kampus', 'petir']","['kampus', 'petir']"
Erfinia Nerlanda,2.0,Oke,oke,oke,['oke'],['oke']
Èkal Aufar,5.0,kampus kebanggaan😂,kampus kebanggaan ,kampus bangga,"['kampus', 'bangga']","['kampus', 'bangga']"
Nanda Prasetyo,5.0,Mesin Jaya,mesin jaya,mesin jaya,"['mesin', 'jaya']","['mesin', 'jaya']"
bonardo sinaga,5.0,awal kesuksesan,kesuksesan,sukses,['sukses'],['sukses']
imna musa,5.0,Kampus Top,kampus top,kampus top,"['kampus', 'top']","['kampus', 'top']"
Marisa Hardi Ningrum,5.0,Bagus,bagus,bagus,['bagus'],['bagus']
Wadinil Nazar,3.0,Mantap,mantap,mantap,['mantap'],['mantap']
Tedi Herwantoko,5.0,Bagus,bagus,bagus,['bagus'],['bagus']
Frederick Cheung,5.0,"Good charging spot for ev

Available 1 slot ccs2 25kwh",good charging spot for ev available 1 slot ccs2 25kwh,good charging spot for ev available 1 slot ccs2 25kwh,"['good', 'charging', 'spot', 'for', 'ev', 'available', '1', 'slot', 'ccs2', '25kwh']","['good', 'charging', 'spot', 'for', 'ev', 'available', '1', 'slot', 'ccs2', '25kwh']"
Zakaria Zamrudioko,4.0,"Nice campus.. many laboratory for practical works.. completed with minihydro plant, diesel plant, steam plant..",nice campus many laboratory for practical works completed with minihydro plant diesel plant steam plant,nice campus many laboratory for practical works completed with minihydro plant diesel plant steam plant,"['nice', 'campus', 'many', 'laboratory', 'for', 'practical', 'works', 'completed', 'with', 'minihydro', 'plant', 'diesel', 'plant', 'steam', 'plant']","['nice', 'campus', 'many', 'laboratory', 'for', 'practical', 'works', 'completed', 'with', 'minihydro', 'plant', 'diesel', 'plant', 'steam', 'plant']"
Nanang Sadikin,4.0,"This campus has major in Computer Science, Civil, Electronic and Mechanical Engineering. Owned by Electricity Company Government of Indonesia, established in 1999 to provide skilled people in electricity area. This campus easy to reach using train from Rawa Buaya Station or Cengkareng if you use Trans Jakarta Bus. Student mostly from Java, but today also come from East Area In Indonesia. Even through building looks like old, but it has great Lecturers to teach students in its fields.",this campus has major in computer science civil electronic and mechanical engineering owned by electricity company government of indonesia established in 1999 to provide skilled people in electricity area this campus easy to reach using train from rawa buaya station or cengkareng if you use trans jakarta bus student mostly from java but today also come from east area in indonesia even through building looks like old but it has great lecturers to teach students in its fields,this campus has major in computer science civil electronic and mechanical engineering owned by electricity company government of indonesia established in 1999 to provide skilled people in electricity area this campus easy to reach using train from rawa buaya station or cengkareng if you use trans jakarta bus student mostly from java but today also come from east area in indonesia even through building looks like old but it has great lecturers to teach students in its fields,"['this', 'campus', 'has', 'major', 'in', 'computer', 'science', 'civil', 'electronic', 'and', 'mechanical', 'engineering', 'owned', 'by', 'electricity', 'company', 'government', 'of', 'indonesia', 'established', 'in', '1999', 'to', 'provide', 'skilled', 'people', 'in', 'electricity', 'area', 'this', 'campus', 'easy', 'to', 'reach', 'using', 'train', 'from', 'rawa', 'buaya', 'station', 'or', 'cengkareng', 'if', 'you', 'use', 'trans', 'jakarta', 'bus', 'student', 'mostly', 'from', 'java', 'but', 'today', 'also', 'come', 'from', 'east', 'area', 'in', 'indonesia', 'even', 'through', 'building', 'looks', 'like', 'old', 'but', 'it', 'has', 'great', 'lecturers', 'to', 'teach', 'students', 'in', 'its', 'fields']","['this', 'campus', 'has', 'major', 'in', 'computer', 'science', 'civil', 'electronic', 'and', 'mechanical', 'engineering', 'owned', 'by', 'electricity', 'company', 'government', 'of', 'indonesia', 'established', 'in', '1999', 'to', 'provide', 'skilled', 'people', 'in', 'electricity', 'area', 'this', 'campus', 'easy', 'to', 'reach', 'using', 'train', 'from', 'rawa', 'buaya', 'station', 'or', 'cengkareng', 'if', 'you', 'use', 'trans', 'jakarta', 'bus', 'student', 'mostly', 'from', 'java', 'but', 'today', 'also', 'come', 'from', 'east', 'area', 'in', 'indonesia', 'even', 'through', 'building', 'looks', 'like', 'old', 'but', 'it', 'has', 'great', 'lecturers', 'to', 'teach', 'students', 'in', 'its', 'fields']"
Bambang Setyawan,5.0,one of contributions from electric power company to prepare Indonesia youth as experts in electricity.,one of contributions from electric power company to prepare indonesia youth as experts in electricity,one of contributions from electric power company to prepare indonesia youth as experts in electricity,"['one', 'of', 'contributions', 'from', 'electric', 'power', 'company', 'to', 'prepare', 'indonesia', 'youth', 'as', 'experts', 'in', 'electricity']","['one', 'of', 'contributions', 'from', 'electric', 'power', 'company', 'to', 'prepare', 'indonesia', 'youth', 'as', 'experts', 'in', 'electricity']"
Seza Abelia Putri,5.0,"even it looks like 'Teh Koyak' from any angle of view, but you'll experience really amazing years of college here (like eating Namo2 candy mixed with camphor while drinking poisonous Goofday coffe with cianide *jk.), trust me! They have great lecturers who will make you tough enough to face a real life.",even it looks like teh koyak from any angle of view but youll experience really amazing years of college here like eating namo2 candy mixed with camphor while drinking poisonous goofday coffe with cianide jk trust me they have great lecturers who will make you tough enough to face a real life,even it looks like teh koyak from any angle of view but youll experience really amazing years of college here like eating namo2 candy mixed with camphor while drinking poisonous goofday coffe with cianide jk trust me they have great lecturers who will make you tough enough to face a real life,"['even', 'it', 'looks', 'like', 'teh', 'koyak', 'from', 'any', 'angle', 'of', 'view', 'but', 'youll', 'experience', 'really', 'amazing', 'years', 'of', 'college', 'here', 'like', 'eating', 'namo2', 'candy', 'mixed', 'with', 'camphor', 'while', 'drinking', 'poisonous', 'goofday', 'coffe', 'with', 'cianide', 'jk', 'trust', 'me', 'they', 'have', 'great', 'lecturers', 'who', 'will', 'make', 'you', 'tough', 'enough', 'to', 'face', 'a', 'real', 'life']","['even', 'it', 'looks', 'like', 'teh', 'koyak', 'from', 'any', 'angle', 'of', 'view', 'but', 'youll', 'experience', 'really', 'amazing', 'years', 'of', 'college', 'here', 'like', 'eating', 'namo2', 'candy', 'mixed', 'with', 'camphor', 'while', 'drinking', 'poisonous', 'goofday', 'coffe', 'with', 'cianide', 'jk', 'trust', 'me', 'they', 'have', 'great', 'lecturers', 'who', 'will', 'make', 'you', 'tough', 'enough', 'to', 'face', 'a', 'real', 'life']"
Achmad Nawawi,5.0,Okkkkkkkkkk,okkkkkkkkkk,okkkkkkkkkk,['okkkkkkkkkk'],['okkkkkkkkkk']
Hartono Rudi,5.0,The best,the best,the best,"['the', 'best']","['the', 'best']"
M Hendri,5.0,"A good Campus. Look small from the outside, but don't jugde that from the size. You can get a good lectures in here.",a good campus look small from the outside but dont jugde that from the size you can get a good lectures in here,a good campus look small from the outside but dont jugde that from the size you can get a good lectures in here,"['a', 'good', 'campus', 'look', 'small', 'from', 'the', 'outside', 'but', 'dont', 'jugde', 'that', 'from', 'the', 'size', 'you', 'can', 'get', 'a', 'good', 'lectures', 'in', 'here']","['a', 'good', 'campus', 'look', 'small', 'from', 'the', 'outside', 'but', 'dont', 'jugde', 'that', 'from', 'the', 'size', 'you', 'can', 'get', 'a', 'good', 'lectures', 'in', 'here']"
Aco Febrianto,5.0,It's great places for study we have a lot of experience with high tecnology from PLN 👍,its great places for study we have a lot of experience with high tecnology from pln ,its great places for study we have a lot of experience with high tecnology from pln,"['its', 'great', 'places', 'for', 'study', 'we', 'have', 'a', 'lot', 'of', 'experience', 'with', 'high', 'tecnology', 'from', 'pln']","['its', 'great', 'places', 'for', 'study', 'we', 'have', 'a', 'lot', 'of', 'experience', 'with', 'high', 'tecnology', 'from', 'pln']"
Lili Rasyidi,5.0,"Nice place, nice campuss, get ready for the next level of energy era..",nice place nice campuss get ready for the next level of energy era,nice place nice campuss get ready for the next level of energy era,"['nice', 'place', 'nice', 'campuss', 'get', 'ready', 'for', 'the', 'next', 'level', 'of', 'energy', 'era']","['nice', 'place', 'nice', 'campuss', 'get', 'ready', 'for', 'the', 'next', 'level', 'of', 'energy', 'era']"
Vito Dery Alvi Silalahi,5.0,"kampus terbaik, dekat PT Dwiandra Cipta Anugerah Elevator Services",kampus terbaik pt dwiandra cipta anugerah elevator services,kampus baik pt dwiandra cipta anugerah elevator services,"['kampus', 'baik', 'pt', 'dwiandra', 'cipta', 'anugerah', 'elevator', 'services']","['kampus', 'baik', 'pt', 'dwiandra', 'cipta', 'anugerah', 'elevator', 'services']"
Satrio Yudho,3.0,"Place to be more productive ,creative and innovative, i hope",place to be more productive creative and innovative i hope,place to be more productive creative and innovative i hope,"['place', 'to', 'be', 'more', 'productive', 'creative', 'and', 'innovative', 'i', 'hope']","['place', 'to', 'be', 'more', 'productive', 'creative', 'and', 'innovative', 'i', 'hope']"
hokage minato,5.0,Lantai 8 tempat paling sejuk,lantai 8 sejuk,lantai 8 sejuk,"['lantai', '8', 'sejuk']","['lantai', '8', 'sejuk']"
Aa' Barbershop Channel,5.0,The best,the best,the best,"['the', 'best']","['the', 'best']"
iwan setiawan,5.0,good campus to study,good campus to study,good campus to study,"['good', 'campus', 'to', 'study']","['good', 'campus', 'to', 'study']"
Johan Rivaldo Tambun,5.0,Good College and Place👍,good college and place ,good college and place,"['good', 'college', 'and', 'place']","['good', 'college', 'and', 'place']"
Rachmat D,5.0,Its a nice place for study,its a nice place for study,its a nice place for study,"['its', 'a', 'nice', 'place', 'for', 'study']","['its', 'a', 'nice', 'place', 'for', 'study']"
husin ziad,5.0,Technical collage on west jakarta,technical collage on west jakarta,technical collage on west jakarta,"['technical', 'collage', 'on', 'west', 'jakarta']","['technical', 'collage', 'on', 'west', 'jakarta']"
Ilham Muzakki,5.0,You can do everything here,you can do everything here,you can do everything here,"['you', 'can', 'do', 'everything', 'here']","['you', 'can', 'do', 'everything', 'here']"
Redi Setiadi,5.0,I spent 4 years in this place,i spent 4 years in this place,i spent 4 years in this place,"['i', 'spent', '4', 'years', 'in', 'this', 'place']","['i', 'spent', '4', 'years', 'in', 'this', 'place']"
Acul El Bahri,5.0,Muantabss,muantabss,muantabss,['muantabss'],['muantabss']
Adhy Purnama,5.0,Oo,,,[],[]
Dearman Hasiholan Saragih,5.0,The Best,the best,the best,"['the', 'best']","['the', 'best']"
Thomas Lainsamputty,4.0,Mantaap,,,[],[]
Muhammad Fathurraman,4.0,Wonderful place in the night,place in the,place in the,"['place', 'in', 'the']","['place', 'in', 'the']"
Gilang NP Abimanyu,5.0,Nice,nice,nice,['nice'],['nice']
Alexander Zulqarnain,5.0,Ntaps,,,[],[]
Sutiono Lee,2.0,Ok,ok,ok,['ok'],['ok']
Kim Rizqon,5.0,I Hope I can here,i hope i can here,i hope i can here,"['i', 'hope', 'i', 'can', 'here']","['i', 'hope', 'i', 'can', 'here']"
Putra S.T,3.0,Good,good,good,['good'],['good']
Phoey Smilodon,5.0,"Hm,,,,",,,[],[]
Friendy Aji Prastiyo,1.0,Worst,,,[],[]
Wiwit Widya Pangestika,5.0,Yeah,,,[],[]
hadi. saputra,4.0,See u STTPLN,see you sttpln,see you sttpln,"['see', 'you', 'sttpln']","['see', 'you', 'sttpln']"
jefriadi siregar,5.0,Elektrooo....,,,[],[]
irin chairunnisya,5.0,good,good,good,['good'],['good']
Nunu 26,5.0,Good,good,good,['good'],['good']
Adit Go,5.0,Ok,ok,ok,['ok'],['ok']
