name,rating,snippet,temp_text,stemmed_text,tokenized_text,cleaned_text
Daenk Muh Asri Rasma,5.0,Kampusnya keren...,kampusnya keren,kampus keren,"['kampus', 'keren']","['kampus', 'keren']"
Leon,5.0,Banyak jebolan Telkom yg berhasil 👍,jebolan telkom berhasil ,jebol telkom hasil,"['jebol', 'telkom', 'hasil']","['jebol', 'telkom', 'hasil']"
April Channel,4.0,Penerima pkl tidak,penerima pkl,terima pkl,"['terima', 'pkl']","['terima', 'pkl']"
Aldi AK,5.0,Kampus ICT terbaik !,kampus ict terbaik,kampus ict baik,"['kampus', 'ict', 'baik']","['kampus', 'ict', 'baik']"
Titin Wartini,5.0,🤩, ,,[],[]
sudartono,5.0,University telkom banyak fakultas di telkom ini kampus luas,university telkom fakultas telkom kampus luas,university telkom fakultas telkom kampus luas,"['university', 'telkom', 'fakultas', 'telkom', 'kampus', 'luas']","['university', 'telkom', 'fakultas', 'telkom', 'kampus', 'luas']"
Hendi Juhendi,4.0,Luas dan nyaman,luas nyaman,luas nyaman,"['luas', 'nyaman']","['luas', 'nyaman']"
fajar Ar - Ra'd,5.0,"Keren,nyaman,segar,",kerennyamansegar,kerennyamansegar,['kerennyamansegar'],['kerennyamansegar']
qorry isman,5.0,fasilitasnya bagus,fasilitasnya bagus,fasilitas bagus,"['fasilitas', 'bagus']","['fasilitas', 'bagus']"
Riez VLOG,5.0,Salah satu universitas terbaik di imdonesia,salah universitas terbaik imdonesia,salah universitas baik imdonesia,"['salah', 'universitas', 'baik', 'imdonesia']","['salah', 'universitas', 'baik', 'imdonesia']"
Devita pratiwi,5.0,Bagus. Fasilitas lengkap,bagus fasilitas lengkap,bagus fasilitas lengkap,"['bagus', 'fasilitas', 'lengkap']","['bagus', 'fasilitas', 'lengkap']"
Rahman Harist,5.0,Asik,asik,asik,['asik'],['asik']
Farhan Pratama,1.0,ni kampus bikin macet mulu,ni kampus bikin macet mulu,ni kampus bikin macet mulu,"['ni', 'kampus', 'bikin', 'macet', 'mulu']","['ni', 'kampus', 'bikin', 'macet', 'mulu']"
Juan Alka,5.0,Kampusnya bagus dan nyaman.,kampusnya bagus nyaman,kampus bagus nyaman,"['kampus', 'bagus', 'nyaman']","['kampus', 'bagus', 'nyaman']"
Eka Andhika,5.0,Kampus idaman para jutawan. wkwk,kampus idaman jutawan wkwk,kampus idam jutawan wkwk,"['kampus', 'idam', 'jutawan', 'wkwk']","['kampus', 'idam', 'jutawan', 'wkwk']"
Malik Daffa Abdillah,5.0,Kampus tercinta,kampus tercinta,kampus cinta,"['kampus', 'cinta']","['kampus', 'cinta']"
MuhSalmannn,5.0,Salah satu kampus swasta terbaik di Indonesia,salah kampus swasta terbaik indonesia,salah kampus swasta baik indonesia,"['salah', 'kampus', 'swasta', 'baik', 'indonesia']","['salah', 'kampus', 'swasta', 'baik', 'indonesia']"
Thika Hasanah,5.0,Fakultas ku ;-),fakultas ku,fakultas ku,"['fakultas', 'ku']","['fakultas', 'ku']"
Dwi Alfiansyah,5.0,deket sama kantor guah,deket kantor guah,deket kantor guah,"['deket', 'kantor', 'guah']","['deket', 'kantor', 'guah']"
mata hati,5.0,Pokoknya mantap deeehhhh,pokoknya mantap deeehhhh,pokok mantap deeehhhh,"['pokok', 'mantap', 'deeehhhh']","['pokok', 'mantap', 'deeehhhh']"
Ida Mardarina (Risda),5.0,Kampus anak saya,kampus anak,kampus anak,"['kampus', 'anak']","['kampus', 'anak']"
nowadays62,5.0,Kampus Ternama di Kabupaten Bandung,kampus ternama kabupaten bandung,kampus nama kabupaten bandung,"['kampus', 'nama', 'kabupaten', 'bandung']","['kampus', 'nama', 'kabupaten', 'bandung']"
Kusdinar Deden,5.0,"Bagus , nyaman dan bersih👍",bagus nyaman bersih ,bagus nyaman bersih,"['bagus', 'nyaman', 'bersih']","['bagus', 'nyaman', 'bersih']"
Yuli Maulani,5.0,"Mantap, lulusannya terjamin",mantap lulusannya terjamin,mantap lulus jamin,"['mantap', 'lulus', 'jamin']","['mantap', 'lulus', 'jamin']"
Ikbal Maulana,5.0,"Kampus saya
Terima kasih",kampus terima kasih,kampus terima kasih,"['kampus', 'terima', 'kasih']","['kampus', 'terima', 'kasih']"
Dedi Muhamad Ishak,1.0,"Lupa mijit, saya suka dgn univ telkom",lupa mijit suka univ telkom,lupa mijit suka univ telkom,"['lupa', 'mijit', 'suka', 'univ', 'telkom']","['lupa', 'mijit', 'suka', 'univ', 'telkom']"
Sopingi Sopingi,5.0,Sangat bagus kampus ini,bagus kampus,bagus kampus,"['bagus', 'kampus']","['bagus', 'kampus']"
Riz,5.0,4 tahun berasa 5 tahun,4 berasa 5,4 asa 5,"['4', 'asa', '5']","['4', 'asa', '5']"
Wibowo Suryo Tiyarto,5.0,"Kampus yang teduh, nyaman dan berkualitas internasional.",kampus teduh nyaman berkualitas internasional,kampus teduh nyaman kualitas internasional,"['kampus', 'teduh', 'nyaman', 'kualitas', 'internasional']","['kampus', 'teduh', 'nyaman', 'kualitas', 'internasional']"
FeyAkunk official,5.0,Sangat membantu,membantu,bantu,['bantu'],['bantu']
AHMAD RIFA'I,5.0,It's now Telkom School SMK TELKOM,its now telkom school smk telkom,its now telkom school smk telkom,"['its', 'now', 'telkom', 'school', 'smk', 'telkom']","['its', 'now', 'telkom', 'school', 'smk', 'telkom']"
Lestari Rent Car,5.0,Idaman calon mahasiswa..,idaman calon mahasiswa,idam calon mahasiswa,"['idam', 'calon', 'mahasiswa']","['idam', 'calon', 'mahasiswa']"
Sumardi Aja,1.0,Agak jorok halamannya,jorok halamannya,jorok halaman,"['jorok', 'halaman']","['jorok', 'halaman']"
Abeng Fariz,4.0,"Mantap. Besar, megah dan strategis.",mantap megah strategis,mantap megah strategis,"['mantap', 'megah', 'strategis']","['mantap', 'megah', 'strategis']"
Sultan Spd,5.0,"Cantik, menakjubkan, nyaman",cantik menakjubkan nyaman,cantik takjub nyaman,"['cantik', 'takjub', 'nyaman']","['cantik', 'takjub', 'nyaman']"
Nurul Aulia,4.0,kampus ku,kampus ku,kampus ku,"['kampus', 'ku']","['kampus', 'ku']"
herman 123,5.0,Sejuk nyaman,sejuk nyaman,sejuk nyaman,"['sejuk', 'nyaman']","['sejuk', 'nyaman']"
Hanalesmana9528 LESMANA,3.0,Tempat lumayan,lumayan,lumayan,['lumayan'],['lumayan']
Mang Paksi,5.0,Universitas swasta the best 2021,universitas swasta the best 2021,universitas swasta the best 2021,"['universitas', 'swasta', 'the', 'best', '2021']","['universitas', 'swasta', 'the', 'best', '2021']"
Dendy Setiady,4.0,Sangat nyaman,nyaman,nyaman,['nyaman'],['nyaman']
Rian YW,5.0,Ini nih kampus saya kuliah... IT Telkom,nih kampus kuliah it telkom,nih kampus kuliah it telkom,"['nih', 'kampus', 'kuliah', 'it', 'telkom']","['nih', 'kampus', 'kuliah', 'it', 'telkom']"
Rivan,5.0,ahahaha kangen poltek,ahahaha kangen poltek,ahahaha kangen poltek,"['ahahaha', 'kangen', 'poltek']","['ahahaha', 'kangen', 'poltek']"
Nurman Abd Aziz,5.0,🙏😌, ,,[],[]
Ivan Anatoni,4.0,Salah satu PTS favorit,salah pts favorit,salah pts favorit,"['salah', 'pts', 'favorit']","['salah', 'pts', 'favorit']"
Zein Ersyad,5.0,Kampus yang indah nan asri,kampus indah nan asri,kampus indah nan asri,"['kampus', 'indah', 'nan', 'asri']","['kampus', 'indah', 'nan', 'asri']"
Jeffry Jonathan,5.0,Kampus unggulan di kota Bandung,kampus unggulan kota bandung,kampus unggul kota bandung,"['kampus', 'unggul', 'kota', 'bandung']","['kampus', 'unggul', 'kota', 'bandung']"
Hidan Tecers,5.0,Universitas kelas internasional,universitas kelas internasional,universitas kelas internasional,"['universitas', 'kelas', 'internasional']","['universitas', 'kelas', 'internasional']"
Ahmad Nurasa,5.0,Bagus🙏,bagus ,bagus,['bagus'],['bagus']
Pendi Efendi,5.0,Bagus banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']"
Dedi Apong,5.0,Menjadi sepi tidaada kuliah,sepi tidaada kuliah,sepi tidaada kuliah,"['sepi', 'tidaada', 'kuliah']","['sepi', 'tidaada', 'kuliah']"
Teguhmoklet Ngalam,5.0,SMK TELKOM MALANG,smk telkom malang,smk telkom malang,"['smk', 'telkom', 'malang']","['smk', 'telkom', 'malang']"
Yuyud Wahyudin,5.0,Kampus unggulan d Bandung,kampus unggulan d bandung,kampus unggul d bandung,"['kampus', 'unggul', 'd', 'bandung']","['kampus', 'unggul', 'd', 'bandung']"
Slamet Abdul Rosid,5.0,Kampus terbagus,kampus terbagus,kampus bagus,"['kampus', 'bagus']","['kampus', 'bagus']"
Mochamad Eka Pramudita,5.0,tempat aku menyatu tekad,menyatu tekad,satu tekad,"['satu', 'tekad']","['satu', 'tekad']"
Ismi Uswatun Hasanah,5.0,"Univ impian, namun tinggal mimpi:)",univ impian tinggal mimpi,univ impi tinggal mimpi,"['univ', 'impi', 'tinggal', 'mimpi']","['univ', 'impi', 'tinggal', 'mimpi']"
Made Sawitria (Bang made),5.0,mantap,mantap,mantap,['mantap'],['mantap']
Insomasta,5.0,"Jangan kesini, nanti betah",kesini betah,kesini betah,"['kesini', 'betah']","['kesini', 'betah']"
Ade,5.0,Nyamannnn,nyamannnn,nyamannnn,['nyamannnn'],['nyamannnn']
Tekun Martono,5.0,sip bgt,sip banget,sip banget,"['sip', 'banget']","['sip', 'banget']"
Kinabalu Jaya Mandiri,5.0,Baik,,,[],[]
Gautama Tjandra,3.0,Panas dan gersang sayangnya,panas gersang sayangnya,panas gersang sayang,"['panas', 'gersang', 'sayang']","['panas', 'gersang', 'sayang']"
Mitha Syee,5.0,Kampus yang recomended banget,kampus recomended banget,kampus recomended banget,"['kampus', 'recomended', 'banget']","['kampus', 'recomended', 'banget']"
HERMAN SOLIHIN,5.0,"Waw, kuuuuren....",waw kuuuuren,waw kuuuuren,"['waw', 'kuuuuren']","['waw', 'kuuuuren']"
vanis zhian,5.0,Tunggu aku di sana!!,tunggu,tunggu,['tunggu'],['tunggu']
Fikri Zai17 official,5.0,Bagus,bagus,bagus,['bagus'],['bagus']
Deni Ikbal,5.0,Kampus berstandar internasional..,kampus berstandar internasional,kampus standar internasional,"['kampus', 'standar', 'internasional']","['kampus', 'standar', 'internasional']"
Nabilla Syahvalensi Durasid,5.0,kampus tercinta ~~~~♥♥,kampus tercinta ,kampus cinta,"['kampus', 'cinta']","['kampus', 'cinta']"
Hadhara Rizka,5.0,"Kampusnya keren, suka suka suka",kampusnya keren suka suka suka,kampus keren suka suka suka,"['kampus', 'keren', 'suka', 'suka', 'suka']","['kampus', 'keren', 'suka', 'suka', 'suka']"
Andry Shaputra,5.0,Kampus yang sangat luarbiasa,kampus luarbiasa,kampus luarbiasa,"['kampus', 'luarbiasa']","['kampus', 'luarbiasa']"
Muhammad Rafif,5.0,kampus world class university,kampus world class university,kampus world class university,"['kampus', 'world', 'class', 'university']","['kampus', 'world', 'class', 'university']"
Luthfi,5.0,Kampus swasta yang nyaman,kampus swasta nyaman,kampus swasta nyaman,"['kampus', 'swasta', 'nyaman']","['kampus', 'swasta', 'nyaman']"
fath TM,5.0,Kisah lama yang mengesankan,kisah mengesankan,kisah kesan,"['kisah', 'kesan']","['kisah', 'kesan']"
Achank AHB,5.0,Luas mantap,luas mantap,luas mantap,"['luas', 'mantap']","['luas', 'mantap']"
Reni Saputri,5.0,Universitas terkeren 🤍🤍🤍,universitas terkeren ,universitas keren,"['universitas', 'keren']","['universitas', 'keren']"
Vikri Vii,5.0,Universitas yg bagus,universitas bagus,universitas bagus,"['universitas', 'bagus']","['universitas', 'bagus']"
haruka luna,4.0,Tujuan sekolah yang bagus,tujuan sekolah bagus,tuju sekolah bagus,"['tuju', 'sekolah', 'bagus']","['tuju', 'sekolah', 'bagus']"
Samsul Maarif,5.0,"Kampus yang strategis, dan nyaman",kampus strategis nyaman,kampus strategis nyaman,"['kampus', 'strategis', 'nyaman']","['kampus', 'strategis', 'nyaman']"
ASEP HIDAYAT,5.0,Sangat baik,,,[],[]
Fatti Net,5.0,kami ada di sekitar telkom,telkom,telkom,['telkom'],['telkom']
Muhammad Abduh,4.0,Sekolah bagus,sekolah bagus,sekolah bagus,"['sekolah', 'bagus']","['sekolah', 'bagus']"
Saung Mirza,5.0,Kampus favorit 👍👍👍,kampus favorit ,kampus favorit,"['kampus', 'favorit']","['kampus', 'favorit']"
Panji Santoso,5.0,Kapan penerimaan maba?,penerimaan maba,terima maba,"['terima', 'maba']","['terima', 'maba']"
Saifulloh AM,5.0,Rindang & sejuk rapi,rindang sejuk rapi,rindang sejuk rapi,"['rindang', 'sejuk', 'rapi']","['rindang', 'sejuk', 'rapi']"
Naryono Sumber Daya Teknik,5.0,Nyaman rindang dan asri,nyaman rindang asri,nyaman rindang asri,"['nyaman', 'rindang', 'asri']","['nyaman', 'rindang', 'asri']"
Asep Saepulloh,4.0,Uang keamanan untuk satpam,uang keamanan satpam,uang aman satpam,"['uang', 'aman', 'satpam']","['uang', 'aman', 'satpam']"
arya garibaldi,5.0,No ptn awokawokawok,no ptn awokawokawok,no ptn awokawokawok,"['no', 'ptn', 'awokawokawok']","['no', 'ptn', 'awokawokawok']"
Yangky Christian,4.0,Luas banget,luas banget,luas banget,"['luas', 'banget']","['luas', 'banget']"
AQIQAH DOMBA MITRA,3.0,tempat kuliah yang bagus,kuliah bagus,kuliah bagus,"['kuliah', 'bagus']","['kuliah', 'bagus']"
Asep Sabaci,5.0,👍👍👍, ,,[],[]
Andika Yudantara,5.0,Sinergi bangun negri,sinergi bangun negri,sinergi bangun negri,"['sinergi', 'bangun', 'negri']","['sinergi', 'bangun', 'negri']"
Fenny Daniel (Fenny),4.0,Disini untuk menempuh pendidikan,menempuh pendidikan,tempuh didik,"['tempuh', 'didik']","['tempuh', 'didik']"
Adrian Wiranata,5.0,kampus keren,kampus keren,kampus keren,"['kampus', 'keren']","['kampus', 'keren']"
Wira Kusuma,4.0,IT yg maju,it maju,it maju,"['it', 'maju']","['it', 'maju']"
senam BL,3.0,akses mudah tapi macrtos,akses mudah macrtos,akses mudah macrtos,"['akses', 'mudah', 'macrtos']","['akses', 'mudah', 'macrtos']"
rizki ariefandi,5.0,Universitas swasata no 1,universitas swasata no 1,universitas swasata no 1,"['universitas', 'swasata', 'no', '1']","['universitas', 'swasata', 'no', '1']"
Jack Rafael,5.0,👍👍, ,,[],[]
Bontang Idam,5.0,Wisuda keponakan,wisuda keponakan,wisuda keponakan,"['wisuda', 'keponakan']","['wisuda', 'keponakan']"
Dodi Oncan,5.0,Karena telkom sekolah kakakku,telkom sekolah kakakku,telkom sekolah kakak,"['telkom', 'sekolah', 'kakak']","['telkom', 'sekolah', 'kakak']"
Nanda Putractri,5.0,Sangat suka,suka,suka,['suka'],['suka']
Davica Sajalah,5.0,Numpang Parkir,numpang parkir,numpang parkir,"['numpang', 'parkir']","['numpang', 'parkir']"
Abe,5.0,Universitas yang Modern dan juga asri.,universitas modern asri,universitas modern asri,"['universitas', 'modern', 'asri']","['universitas', 'modern', 'asri']"
Muhammad Alfian Firmansyah,1.0,Pembodohan publik,pembodohan publik,bodoh publik,"['bodoh', 'publik']","['bodoh', 'publik']"
Karsono Sugandi,5.0,"Megah, Asri",megah asri,megah asri,"['megah', 'asri']","['megah', 'asri']"
Dihan Gustian,5.0,Luar Biasa,,,[],[]
whien winarto (Winarto),5.0,Vaksin di sini,vaksin,vaksin,['vaksin'],['vaksin']
Bie Ebot,5.0,Jasa pembuatan maket,jasa pembuatan maket,jasa buat maket,"['jasa', 'buat', 'maket']","['jasa', 'buat', 'maket']"
Gagas Surya (Gagas),5.0,Oke,oke,oke,['oke'],['oke']
Neng Turoh,5.0,Kampus 👍,kampus ,kampus,['kampus'],['kampus']
kangfu baik,3.0,Satpam kurang kooperatif,satpam kooperatif,satpam kooperatif,"['satpam', 'kooperatif']","['satpam', 'kooperatif']"
Dede Juhana,5.0,Fasilitas lengkap 😊👍,fasilitas lengkap ,fasilitas lengkap,"['fasilitas', 'lengkap']","['fasilitas', 'lengkap']"
Nabila,4.0,Kampus telkom yang super keren 🎓🎒👍😍,kampus telkom super keren ,kampus telkom super keren,"['kampus', 'telkom', 'super', 'keren']","['kampus', 'telkom', 'super', 'keren']"
Pietra Dorand,5.0,Mantul,mantul,mantul,['mantul'],['mantul']
iwanlemon 86,5.0,Gedung luass,gedung luass,gedung luass,"['gedung', 'luass']","['gedung', 'luass']"
andre rifki,4.0,Universitas bagus di bandung,universitas bagus bandung,universitas bagus bandung,"['universitas', 'bagus', 'bandung']","['universitas', 'bagus', 'bandung']"
andri suparman,5.0,Keren,keren,keren,['keren'],['keren']
DR WN,4.0,Kesini buat Test CPNS,kesini test cpns,kesini test cpns,"['kesini', 'test', 'cpns']","['kesini', 'test', 'cpns']"
A.D Oktavia,5.0,mantap kuliah online,mantap kuliah online,mantap kuliah online,"['mantap', 'kuliah', 'online']","['mantap', 'kuliah', 'online']"
Wayan Richie,5.0,Munjul di loby a',munjul loby a,munjul loby a,"['munjul', 'loby', 'a']","['munjul', 'loby', 'a']"
Dar,3.0,Sering macet,macet,macet,['macet'],['macet']
Elin Marlina,2.0,Terlalu overaktif,overaktif,overaktif,['overaktif'],['overaktif']
Mursid Suroto,5.0,Kampus anakku.....,kampus anakku,kampus anak,"['kampus', 'anak']","['kampus', 'anak']"
Farhan Fachriansyah,5.0,Sinergi bangun negri,sinergi bangun negri,sinergi bangun negri,"['sinergi', 'bangun', 'negri']","['sinergi', 'bangun', 'negri']"
Ginanjar Wira Saputra,3.0,Keren,keren,keren,['keren'],['keren']
Pandu Aditya,5.0,langkah awal,langkah,langkah,['langkah'],['langkah']
Ahmad Naoval Annasik,5.0,Sinergi bangun negeri,sinergi bangun negeri,sinergi bangun negeri,"['sinergi', 'bangun', 'negeri']","['sinergi', 'bangun', 'negeri']"
Fei Sagara,5.0,Fakultas Ilmu Kreatif,fakultas ilmu kreatif,fakultas ilmu kreatif,"['fakultas', 'ilmu', 'kreatif']","['fakultas', 'ilmu', 'kreatif']"
Carlos Patrisian Panggabean,4.0,Kampus q....,kampus q,kampus q,"['kampus', 'q']","['kampus', 'q']"
Mima Fz,3.0,Banyak cerita disini,cerita,cerita,['cerita'],['cerita']
Lia octaria Pasaribu,3.0,Laporan magangg...,laporan magangg,lapor magangg,"['lapor', 'magangg']","['lapor', 'magangg']"
Nuran Tipang,1.0,Pengen jum,pengen jum,ken jum,"['ken', 'jum']","['ken', 'jum']"
CERMIN ARSITEKTUR,5.0,Keren,keren,keren,['keren'],['keren']
Monica Sitorus (Devi),5.0,pernah sekolah disini,sekolah,sekolah,['sekolah'],['sekolah']
Erdania Ratnaningrum,5.0,Kampus suamiku,kampus suamiku,kampus suami,"['kampus', 'suami']","['kampus', 'suami']"
SUYATNO,4.0,Mantul,mantul,mantul,['mantul'],['mantul']
Faisal Azhar,5.0,Semangggaaatt Paaaggii,semangggaaatt paaaggii,semangggaaatt paaaggii,"['semangggaaatt', 'paaaggii']","['semangggaaatt', 'paaaggii']"
cecep ino sujatriyanto,5.0,Mantap,mantap,mantap,['mantap'],['mantap']
Sarip Mone,5.0,Saya suka pakultas telkom.,suka pakultas telkom,suka pakultas telkom,"['suka', 'pakultas', 'telkom']","['suka', 'pakultas', 'telkom']"
Rizon SAMIKO,5.0,disini aja,,,[],[]
syahrul muttaqin,5.0,Waow,waow,waow,['waow'],['waow']
HNDY Fam,5.0,Keren,keren,keren,['keren'],['keren']
Rio Aryanto,5.0,Kampus impian,kampus impian,kampus impi,"['kampus', 'impi']","['kampus', 'impi']"
Amin Udin,5.0,Bersih,bersih,bersih,['bersih'],['bersih']
Lina Kahfi,3.0,Oke,oke,oke,['oke'],['oke']
Achmad Gupimas,5.0,Nyaman,nyaman,nyaman,['nyaman'],['nyaman']
Sunarlin Ibu,5.0,Bagus,bagus,bagus,['bagus'],['bagus']
Gomen Baskhara,5.0,Mantap,mantap,mantap,['mantap'],['mantap']
Husna Una,5.0,Mantapppp...,mantapppp,mantapppp,['mantapppp'],['mantapppp']
Made Yudi,5.0,Dari Kalsel untuk kuliah di sini.,kalsel kuliah,kalsel kuliah,"['kalsel', 'kuliah']","['kalsel', 'kuliah']"
romyp,5.0,Kampus biru,kampus biru,kampus biru,"['kampus', 'biru']","['kampus', 'biru']"
Yudi Hendriana,5.0,Universitas bagus,universitas bagus,universitas bagus,"['universitas', 'bagus']","['universitas', 'bagus']"
Yayat Abah,5.0,Baik,,,[],[]
KuSut Chanel,5.0,mantul,mantul,mantul,['mantul'],['mantul']
Ahmad Afif,4.0,Universitas swasta,universitas swasta,universitas swasta,"['universitas', 'swasta']","['universitas', 'swasta']"
Yoga Aditama Aditama,5.0,Bgus,bgus,bgus,['bgus'],['bgus']
Mohamad Rizal,5.0,Nyaman,nyaman,nyaman,['nyaman'],['nyaman']
Ginanjar Widya,5.0,Gedung rektor Telkom Unibersity,gedung rektor telkom unibersity,gedung rektor telkom unibersity,"['gedung', 'rektor', 'telkom', 'unibersity']","['gedung', 'rektor', 'telkom', 'unibersity']"
Muhammad Thoriq Al-Farisy,4.0,Bagus,bagus,bagus,['bagus'],['bagus']
Agung Izzul Haq,5.0,Keren,keren,keren,['keren'],['keren']
Arsinta Komala,5.0,Kangen,kangen,kangen,['kangen'],['kangen']
Gilang Ramadhan,5.0,MITnya Indonesia,mitnya indonesia,mitnya indonesia,"['mitnya', 'indonesia']","['mitnya', 'indonesia']"
Ian Pras,3.0,Azka,azka,azka,['azka'],['azka']
Walter Pinem,4.0,Luas,luas,luas,['luas'],['luas']
Yusuf Sajidin,4.0,keren,keren,keren,['keren'],['keren']
April Resna,5.0,Bagus,bagus,bagus,['bagus'],['bagus']
Muhamad Faisal Hidayatullah,5.0,Mantap,mantap,mantap,['mantap'],['mantap']
Hasbullah Hasbih,5.0,Keren,keren,keren,['keren'],['keren']
Reinhat Jefri,5.0,Mantap,mantap,mantap,['mantap'],['mantap']
Muhamad Anhar,5.0,Keren,keren,keren,['keren'],['keren']
Dwi Milyana,4.0,Bagus,bagus,bagus,['bagus'],['bagus']
Lukman Khoiri,5.0,Bagus,bagus,bagus,['bagus'],['bagus']
Kevin Simanjuntak,4.0,Mantaps,mantaps,mantaps,['mantaps'],['mantaps']
Muamar Apriyani,5.0,Ayok Kesini,ayok kesini,ayok kesini,"['ayok', 'kesini']","['ayok', 'kesini']"
Greens Production,5.0,Kampus favorite,kampus favorite,kampus favorite,"['kampus', 'favorite']","['kampus', 'favorite']"
etisuhartini sukardi,5.0,Alhamdulillah,alhamdulillah,alhamdulillah,['alhamdulillah'],['alhamdulillah']
Elan Haelani,5.0,University yang kereennnn,university kereennnn,university kereennnn,"['university', 'kereennnn']","['university', 'kereennnn']"
Rian Rachmat,2.0,Udah jadi Universitas Telkom,udah universitas telkom,udah universitas telkom,"['udah', 'universitas', 'telkom']","['udah', 'universitas', 'telkom']"
Ari Raharjo,5.0,Akreditasi A...,akreditasi a,akreditasi a,"['akreditasi', 'a']","['akreditasi', 'a']"
RM Channel,5.0,"University Telkom
No. 1 di Indonesia",university telkom no 1 indonesia,university telkom no 1 indonesia,"['university', 'telkom', 'no', '1', 'indonesia']","['university', 'telkom', 'no', '1', 'indonesia']"
zal rizal,5.0,Maju terus universitas telkom,maju universitas telkom,maju universitas telkom,"['maju', 'universitas', 'telkom']","['maju', 'universitas', 'telkom']"
Ilham Wijayadi,5.0,Stt telkom lul,stt telkom lul,stt telkom lul,"['stt', 'telkom', 'lul']","['stt', 'telkom', 'lul']"
"Nendi Angga Juli, ST",5.0,Kampuskuuu,kampuskuuu,kampuskuuu,['kampuskuuu'],['kampuskuuu']
Sofa Abdul Muiin Multazam,4.0,Kampus Telkom University,kampus telkom university,kampus telkom university,"['kampus', 'telkom', 'university']","['kampus', 'telkom', 'university']"
Muhammad Rizqul Fauzan,5.0,"Many gates for different purposes, dedicated transports for inside the area, lots of car parking spaces, most buildings have wheelchair access.",many gates for different purposes dedicated transports for inside the area lots of car parking spaces most buildings have wheelchair access,many gates for different purposes dedicated transports for inside the area lots of car parking spaces most buildings have wheelchair access,"['many', 'gates', 'for', 'different', 'purposes', 'dedicated', 'transports', 'for', 'inside', 'the', 'area', 'lots', 'of', 'car', 'parking', 'spaces', 'most', 'buildings', 'have', 'wheelchair', 'access']","['many', 'gates', 'for', 'different', 'purposes', 'dedicated', 'transports', 'for', 'inside', 'the', 'area', 'lots', 'of', 'car', 'parking', 'spaces', 'most', 'buildings', 'have', 'wheelchair', 'access']"
Clinton Alley,5.0,"Telkom Infrastructure Project, gathering of the Infracos and O-RAN architecture to provide affordable coverage (incl. MNOs) in rural and remote areas.
Actually the biggest and busiest location for this globally for TIP.
Well done Telkom University and Indonesia.",telkom infrastructure project gathering of the infracos and oran architecture to provide affordable coverage incl mnos in rural and remote areas actually the biggest and busiest location for this globally for tip well done telkom university and indonesia,telkom infrastructure project gathering of the infracos and oran architecture to provide affordable coverage incl mnos in rural and remote areas actually the biggest and busiest location for this globally for tip well done telkom university and indonesia,"['telkom', 'infrastructure', 'project', 'gathering', 'of', 'the', 'infracos', 'and', 'oran', 'architecture', 'to', 'provide', 'affordable', 'coverage', 'incl', 'mnos', 'in', 'rural', 'and', 'remote', 'areas', 'actually', 'the', 'biggest', 'and', 'busiest', 'location', 'for', 'this', 'globally', 'for', 'tip', 'well', 'done', 'telkom', 'university', 'and', 'indonesia']","['telkom', 'infrastructure', 'project', 'gathering', 'of', 'the', 'infracos', 'and', 'oran', 'architecture', 'to', 'provide', 'affordable', 'coverage', 'incl', 'mnos', 'in', 'rural', 'and', 'remote', 'areas', 'actually', 'the', 'biggest', 'and', 'busiest', 'location', 'for', 'this', 'globally', 'for', 'tip', 'well', 'done', 'telkom', 'university', 'and', 'indonesia']"
Wulan Sari,5.0,Dekat Dengan Kedai Sari Bandung Dan Kost Berlian House Rumah ku !,kedai sari bandung kost berlian house rumah ku,kedai sari bandung kost berlian house rumah ku,"['kedai', 'sari', 'bandung', 'kost', 'berlian', 'house', 'rumah', 'ku']","['kedai', 'sari', 'bandung', 'kost', 'berlian', 'house', 'rumah', 'ku']"
