name,rating,snippet,temp_text,stemmed_text,tokenized_text,cleaned_text
Daryl Cokelat,4.0,"Kampus swasta  di area yg padat, luas sekali tp sayang penataan  parkir utk tamu terutama motor kurang nyaman, krn masuk ketempat parkir hrs pakai kartu sdg kan tamu gak punya dan tdk ada satpam ditempat yg bisa memberikan bantuan
Petunjuk arah dlm kampus juga kurang sehingga hrs putar"" Utk cari gedung administrasinya
Pelayanan ramah hanya keluhannya di tempat parkirnya",kampus swasta area padat luas sayang penataan parkir tamu motor nyaman masuk ketempat parkir pakai kartu sdg tamu satpam ditempat bantuan petunjuk arah kampus putar cari gedung administrasinya pelayanan ramah keluhannya parkirnya,kampus swasta area padat luas sayang tata parkir tamu motor nyaman masuk tempat parkir pakai kartu sdg tamu satpam tempat bantu tunjuk arah kampus putar cari gedung administrasi layan ramah keluh parkir,"['kampus', 'swasta', 'area', 'padat', 'luas', 'sayang', 'tata', 'parkir', 'tamu', 'motor', 'nyaman', 'masuk', 'tempat', 'parkir', 'pakai', 'kartu', 'sdg', 'tamu', 'satpam', 'tempat', 'bantu', 'tunjuk', 'arah', 'kampus', 'putar', 'cari', 'gedung', 'administrasi', 'layan', 'ramah', 'keluh', 'parkir']","['kampus', 'swasta', 'area', 'padat', 'luas', 'sayang', 'tata', 'parkir', 'tamu', 'motor', 'nyaman', 'masuk', 'tempat', 'parkir', 'pakai', 'kartu', 'sdg', 'tamu', 'satpam', 'tempat', 'bantu', 'tunjuk', 'arah', 'kampus', 'putar', 'cari', 'gedung', 'administrasi', 'layan', 'ramah', 'keluh', 'parkir']"
Aries Indanarto,1.0,"Siang hari ini hadir wisuda anak. Tempat wisuda kurang worted, duduknya sempit & panas ac kurang. Kudunya gedung model teather. Wiss..",siang hadir wisuda anak wisuda worted duduknya sempit panas ac kudunya gedung model teather wiss,siang hadir wisuda anak wisuda worted duduk sempit panas ac kudu gedung model teather wiss,"['siang', 'hadir', 'wisuda', 'anak', 'wisuda', 'worted', 'duduk', 'sempit', 'panas', 'ac', 'kudu', 'gedung', 'model', 'teather', 'wiss']","['siang', 'hadir', 'wisuda', 'anak', 'wisuda', 'worted', 'duduk', 'sempit', 'panas', 'ac', 'kudu', 'gedung', 'model', 'teather', 'wiss']"
mfft_27,5.0,"jangan lupa follow  Ig : mfft_27
trmksh 🙏🤩",lupa follow ig mfft27 trmksh ,lupa follow ig mfft27 trmksh,"['lupa', 'follow', 'ig', 'mfft27', 'trmksh']","['lupa', 'follow', 'ig', 'mfft27', 'trmksh']"
Fadhil Muhammad,5.0,"Kampus swasta ternama, lokasi di bojongsoang kabupaten bandung, fasilitas kampus bagus dan lengkap",kampus swasta ternama lokasi bojongsoang kabupaten bandung fasilitas kampus bagus lengkap,kampus swasta nama lokasi bojongsoang kabupaten bandung fasilitas kampus bagus lengkap,"['kampus', 'swasta', 'nama', 'lokasi', 'bojongsoang', 'kabupaten', 'bandung', 'fasilitas', 'kampus', 'bagus', 'lengkap']","['kampus', 'swasta', 'nama', 'lokasi', 'bojongsoang', 'kabupaten', 'bandung', 'fasilitas', 'kampus', 'bagus', 'lengkap']"
Rachmat Hidayar,1.0,"Yang terhormat bapak kepala satpam dan manajemen Telkom
Dimohon buat peraturan yang sehat bijaksana
Bebaskan kami (ojol) masuk motor untuk mengantarkan gofood ke asrama kalo suruh jalan kaki dari parkiran ke asrama terlebih ke Kedung ABCD dan 678 itu sangat kejauhan menghambat waktu kami (ojol) yang lagi usaha
Mohon pengertian nya 🙏
Samakan kami (ojol) dengan yang lainnya delivery,kurir, laundry ko bisa masuk kami (ojol) ko dilarang padahal kita sama2 lagi usaha, sekali lagi mohon pengertian nya , terimakasih 🙏",terhormat kepala satpam manajemen telkom dimohon peraturan sehat bijaksana bebaskan ojol masuk motor mengantarkan gofood asrama suruh jalan kaki parkiran asrama kedung abcd 678 kejauhan menghambat ojol usaha mohon pengertian samakan ojol deliverykurir laundry ko masuk ojol ko dilarang sama2 usaha mohon pengertian terimakasih ,hormat kepala satpam manajemen telkom mohon atur sehat bijaksana bebas ojol masuk motor antar gofood asrama suruh jalan kaki parkir asrama kedung abcd 678 jauh hambat ojol usaha mohon erti sama ojol deliverykurir laundry ko masuk ojol ko larang sama2 usaha mohon erti terimakasih,"['hormat', 'kepala', 'satpam', 'manajemen', 'telkom', 'mohon', 'atur', 'sehat', 'bijaksana', 'bebas', 'ojol', 'masuk', 'motor', 'antar', 'gofood', 'asrama', 'suruh', 'jalan', 'kaki', 'parkir', 'asrama', 'kedung', 'abcd', '678', 'jauh', 'hambat', 'ojol', 'usaha', 'mohon', 'erti', 'sama', 'ojol', 'deliverykurir', 'laundry', 'ko', 'masuk', 'ojol', 'ko', 'larang', 'sama2', 'usaha', 'mohon', 'erti', 'terimakasih']","['hormat', 'kepala', 'satpam', 'manajemen', 'telkom', 'mohon', 'atur', 'sehat', 'bijaksana', 'bebas', 'ojol', 'masuk', 'motor', 'antar', 'gofood', 'asrama', 'suruh', 'jalan', 'kaki', 'parkir', 'asrama', 'kedung', 'abcd', '678', 'jauh', 'hambat', 'ojol', 'usaha', 'mohon', 'erti', 'sama', 'ojol', 'deliverykurir', 'laundry', 'ko', 'masuk', 'ojol', 'ko', 'larang', 'sama2', 'usaha', 'mohon', 'erti', 'terimakasih']"
Gelar Tanaya Risno Okta Pamungkas,3.0,"Securitynya disana engga ramah ya, terus pada sambil ngerokok tugasnya.

Ya saya juga orang kerja soalnya, sebisa mungkin professional. Kalo lagi kerja kurang kurangilah ngerokok.

Terus mungkin harus belajar cara ngehadepin orang, meskipun bukan dosen tetep harus bisa ramah tamah. Menegur dengan cara paling tepat.",securitynya disana engga ramah ya ngerokok tugasnya ya orang kerja sebisa professional kerja kurangilah ngerokok belajar ngehadepin orang dosen tetep ramah tamah menegur,securitynya sana engga ramah ya ngerokok tugas ya orang kerja bisa professional kerja kurang ngerokok ajar ngehadepin orang dosen tetep ramah tamah tegur,"['securitynya', 'sana', 'engga', 'ramah', 'ya', 'ngerokok', 'tugas', 'ya', 'orang', 'kerja', 'bisa', 'professional', 'kerja', 'kurang', 'ngerokok', 'ajar', 'ngehadepin', 'orang', 'dosen', 'tetep', 'ramah', 'tamah', 'tegur']","['securitynya', 'sana', 'engga', 'ramah', 'ya', 'ngerokok', 'tugas', 'ya', 'orang', 'kerja', 'bisa', 'professional', 'kerja', 'kurang', 'ngerokok', 'ajar', 'ngehadepin', 'orang', 'dosen', 'tetep', 'ramah', 'tamah', 'tegur']"
Yuhardin SSI,5.0,"2016, Bisa Bikin Brand, Terimakasih Ilmunya Pak Bi",2016 bikin brand terimakasih ilmunya bi,2016 bikin brand terimakasih ilmu bi,"['2016', 'bikin', 'brand', 'terimakasih', 'ilmu', 'bi']","['2016', 'bikin', 'brand', 'terimakasih', 'ilmu', 'bi']"
Yadi setiadi,1.0,ATURA  SIH ATURAN MASA DRIVER ONLINE OJOL MASUK HARUS JALAN KAKI TAPI KURIR BAWA MTR JAUH LEMPANG TEH ngotak dikit,atura sih aturan driver online ojol masuk jalan kaki kurir bawa mtr lempang teh ngotak dikit,atura sih atur driver online ojol masuk jalan kaki kurir bawa mtr lempang teh ngotak dikit,"['atura', 'sih', 'atur', 'driver', 'online', 'ojol', 'masuk', 'jalan', 'kaki', 'kurir', 'bawa', 'mtr', 'lempang', 'teh', 'ngotak', 'dikit']","['atura', 'sih', 'atur', 'driver', 'online', 'ojol', 'masuk', 'jalan', 'kaki', 'kurir', 'bawa', 'mtr', 'lempang', 'teh', 'ngotak', 'dikit']"
Muhammad Iqbal Winahyu,1.0,"WASTE TIME BANGET DI SURUH JALAN KE ASRAMA PUTRI, PADAHAL MAU ANTAR BARANG.
GILIRAN KERABAT SEKURITI BISA BAWA MOTOR KE DALAM, KAN BANGKEEE....

KALAU MAU PAKET DAN MAKANAN TITIP DI SEKURITI DAN ANTAR KEDALAM NYA DI ANTAR SEKURITI,",waste time banget suruh jalan asrama putri barang giliran kerabat sekuriti bawa motor bangkeee paket makanan titip sekuriti kedalam sekuriti,waste time banget suruh jalan asrama putri barang gilir kerabat sekuriti bawa motor bangkeee paket makan titip sekuriti dalam sekuriti,"['waste', 'time', 'banget', 'suruh', 'jalan', 'asrama', 'putri', 'barang', 'gilir', 'kerabat', 'sekuriti', 'bawa', 'motor', 'bangkeee', 'paket', 'makan', 'titip', 'sekuriti', 'dalam', 'sekuriti']","['waste', 'time', 'banget', 'suruh', 'jalan', 'asrama', 'putri', 'barang', 'gilir', 'kerabat', 'sekuriti', 'bawa', 'motor', 'bangkeee', 'paket', 'makan', 'titip', 'sekuriti', 'dalam', 'sekuriti']"
Betha AF,5.0,Kampus swasta terbaik di Indonesia. Kereeen...,kampus swasta terbaik indonesia kereeen,kampus swasta baik indonesia kereeen,"['kampus', 'swasta', 'baik', 'indonesia', 'kereeen']","['kampus', 'swasta', 'baik', 'indonesia', 'kereeen']"
Dudi Rustandi,5.0,"Perguruan tinggi swasta terbaik di Indonesia. Saat masuk gate 4 melalui jalur motor dan berjalan menuju gedung bangkit serasa berada di hutan kota. Konsep green campus benar-benar diterapkan oleh Telkom University, wajar mendapatkan penghargaan dengan peringkat keempat untuk UI Green Metric tingkat dunia.

Di beberapa area terdapat danaunya. Pedestrian kanan kirinya pohon2 hijau tinggi menjulang. Walaupun berjalan dari satu gedung ke gedung lain yang jauh tidak terasa panas.

Tel-U telah memanfaatkan dengan maksimal sumber daya yang tersedia sehingga betul-betul dapat menerapkan kampus dengan konsep Green Campus; sampah-sampah yang didaur ulang menjadi kompos, penggunaan kembali air untuk kebutuhan pengairan, dan lain sebagainya.",perguruan swasta terbaik indonesia masuk gate 4 jalur motor berjalan gedung bangkit serasa hutan kota konsep green campus benarbenar diterapkan telkom university wajar penghargaan peringkat keempat ui green metric tingkat dunia area danaunya pedestrian kanan kirinya pohon2 hijau menjulang berjalan gedung gedung panas telu memanfaatkan maksimal sumber daya tersedia betulbetul menerapkan kampus konsep green campus sampahsampah didaur ulang kompos penggunaan air kebutuhan pengairan,guru swasta baik indonesia masuk gate 4 jalur motor jalan gedung bangkit serasa hutan kota konsep green campus benarbenar terap telkom university wajar harga peringkat empat ui green metric tingkat dunia area danau pedestrian kanan kiri pohon2 hijau julang jalan gedung gedung panas telu manfaat maksimal sumber daya sedia betulbetul terap kampus konsep green campus sampahsampah daur ulang kompos guna air butuh air,"['guru', 'swasta', 'baik', 'indonesia', 'masuk', 'gate', '4', 'jalur', 'motor', 'jalan', 'gedung', 'bangkit', 'serasa', 'hutan', 'kota', 'konsep', 'green', 'campus', 'benarbenar', 'terap', 'telkom', 'university', 'wajar', 'harga', 'peringkat', 'empat', 'ui', 'green', 'metric', 'tingkat', 'dunia', 'area', 'danau', 'pedestrian', 'kanan', 'kiri', 'pohon2', 'hijau', 'julang', 'jalan', 'gedung', 'gedung', 'panas', 'telu', 'manfaat', 'maksimal', 'sumber', 'daya', 'sedia', 'betulbetul', 'terap', 'kampus', 'konsep', 'green', 'campus', 'sampahsampah', 'daur', 'ulang', 'kompos', 'guna', 'air', 'butuh', 'air']","['guru', 'swasta', 'baik', 'indonesia', 'masuk', 'gate', '4', 'jalur', 'motor', 'jalan', 'gedung', 'bangkit', 'serasa', 'hutan', 'kota', 'konsep', 'green', 'campus', 'benarbenar', 'terap', 'telkom', 'university', 'wajar', 'harga', 'peringkat', 'empat', 'ui', 'green', 'metric', 'tingkat', 'dunia', 'area', 'danau', 'pedestrian', 'kanan', 'kiri', 'pohon2', 'hijau', 'julang', 'jalan', 'gedung', 'gedung', 'panas', 'telu', 'manfaat', 'maksimal', 'sumber', 'daya', 'sedia', 'betulbetul', 'terap', 'kampus', 'konsep', 'green', 'campus', 'sampahsampah', 'daur', 'ulang', 'kompos', 'guna', 'air', 'butuh', 'air']"
Agoes Penghubung,3.0,"Tolong kepada Dekan atau Rektor tertibkan pembimbing skripsi, utk respon dan membantu mahasiswa, anak saya kelas internasional Fakultas Ilmu Komunikasi, nyusun skripsi dari semester 7 sampai 9 blm selesai, itu krn dosen pembimbing skripsi susah dihubungi (di telpon tidak berkenan, di WA tidak menjawab), ingat biaya kuliah mahal, coba klu anak anda yg dibeginikan, kami sebagai orangtua keberaran biayanya, tolong jangan memersulit mahasiswa dan orang tua, teroma kasih",tolong dekan rektor tertibkan pembimbing skripsi respon membantu mahasiswa anak kelas internasional fakultas ilmu komunikasi nyusun skripsi semester 7 9 selesai dosen pembimbing skripsi susah dihubungi telpon berkenan wa biaya kuliah mahal coba klu anak dibeginikan orangtua keberaran biayanya tolong memersulit mahasiswa orang tua teroma kasih,tolong dekan rektor tertib bimbing skripsi respon bantu mahasiswa anak kelas internasional fakultas ilmu komunikasi nyusun skripsi semester 7 9 selesai dosen bimbing skripsi susah hubung telpon kenan wa biaya kuliah mahal coba klu anak begini orangtua keberaran biaya tolong sulit mahasiswa orang tua oma kasih,"['tolong', 'dekan', 'rektor', 'tertib', 'bimbing', 'skripsi', 'respon', 'bantu', 'mahasiswa', 'anak', 'kelas', 'internasional', 'fakultas', 'ilmu', 'komunikasi', 'nyusun', 'skripsi', 'semester', '7', '9', 'selesai', 'dosen', 'bimbing', 'skripsi', 'susah', 'hubung', 'telpon', 'kenan', 'wa', 'biaya', 'kuliah', 'mahal', 'coba', 'klu', 'anak', 'begini', 'orangtua', 'keberaran', 'biaya', 'tolong', 'sulit', 'mahasiswa', 'orang', 'tua', 'oma', 'kasih']","['tolong', 'dekan', 'rektor', 'tertib', 'bimbing', 'skripsi', 'respon', 'bantu', 'mahasiswa', 'anak', 'kelas', 'internasional', 'fakultas', 'ilmu', 'komunikasi', 'nyusun', 'skripsi', 'semester', '7', '9', 'selesai', 'dosen', 'bimbing', 'skripsi', 'susah', 'hubung', 'telpon', 'kenan', 'wa', 'biaya', 'kuliah', 'mahal', 'coba', 'klu', 'anak', 'begini', 'orangtua', 'keberaran', 'biaya', 'tolong', 'sulit', 'mahasiswa', 'orang', 'tua', 'oma', 'kasih']"
Ratu Hasna Latifah Hanin,1.0,"Hati2 yg punya laptop saat dikampus telkom harus double proteksi, soalnya adik saya kehilangan laptop tapi gak ada cctv 1 pun ke arah kantin. Infonya kejadian kehilangan ini tidak sekali dua kali. Harap pihak telkom memperbaiki sisi keamanan bagian cctv untuk membantu investigasi kepolisan kalau terjadi lagi kehilangan barang mahasiswa.
Kecewa sih sm kampus yg dibilang sdh bagus tapi tidak ada cctv.",hati2 laptop dikampus telkom double proteksi adik kehilangan laptop cctv 1 arah kantin infonya kejadian kehilangan kali harap telkom memperbaiki sisi keamanan cctv membantu investigasi kepolisan kehilangan barang mahasiswa kecewa sih kampus dibilang bagus cctv,hati2 laptop kampus telkom double proteksi adik hilang laptop cctv 1 arah kantin info jadi hilang kali harap telkom baik sisi aman cctv bantu investigasi polis hilang barang mahasiswa kecewa sih kampus bilang bagus cctv,"['hati2', 'laptop', 'kampus', 'telkom', 'double', 'proteksi', 'adik', 'hilang', 'laptop', 'cctv', '1', 'arah', 'kantin', 'info', 'jadi', 'hilang', 'kali', 'harap', 'telkom', 'baik', 'sisi', 'aman', 'cctv', 'bantu', 'investigasi', 'polis', 'hilang', 'barang', 'mahasiswa', 'kecewa', 'sih', 'kampus', 'bilang', 'bagus', 'cctv']","['hati2', 'laptop', 'kampus', 'telkom', 'double', 'proteksi', 'adik', 'hilang', 'laptop', 'cctv', '1', 'arah', 'kantin', 'info', 'jadi', 'hilang', 'kali', 'harap', 'telkom', 'baik', 'sisi', 'aman', 'cctv', 'bantu', 'investigasi', 'polis', 'hilang', 'barang', 'mahasiswa', 'kecewa', 'sih', 'kampus', 'bilang', 'bagus', 'cctv']"
Lutfiyah Family,5.0,"Masjid kampusnya cukup luas dan bersih juga. Nyaman untuk sholat. KM nya pun bersih. Kalo sholat Jum'at penuh sampai ke halaman masjid jamaahnya baik Mahasiswa maupun penduduk sekitar... Setiap sholat 5 waktu jg selalu ramai jamaahnya.
The best lah pokoknya. Barakallahu fiikum.",masjid kampusnya luas bersih nyaman sholat km bersih sholat jumat penuh halaman masjid jamaahnya mahasiswa penduduk sholat 5 ramai jamaahnya the best pokoknya barakallahu fiikum,masjid kampus luas bersih nyaman sholat km bersih sholat jumat penuh halaman masjid jamaah mahasiswa duduk sholat 5 ramai jamaah the best pokok barakallahu fiikum,"['masjid', 'kampus', 'luas', 'bersih', 'nyaman', 'sholat', 'km', 'bersih', 'sholat', 'jumat', 'penuh', 'halaman', 'masjid', 'jamaah', 'mahasiswa', 'duduk', 'sholat', '5', 'ramai', 'jamaah', 'the', 'best', 'pokok', 'barakallahu', 'fiikum']","['masjid', 'kampus', 'luas', 'bersih', 'nyaman', 'sholat', 'km', 'bersih', 'sholat', 'jumat', 'penuh', 'halaman', 'masjid', 'jamaah', 'mahasiswa', 'duduk', 'sholat', '5', 'ramai', 'jamaah', 'the', 'best', 'pokok', 'barakallahu', 'fiikum']"
Darwin Nursamsur,4.0,"Saya gak kuliah di sini tapi istri saya yang kuliah di sini. Menurut penuturan dia sih kalau dia kuliah di sini karena beasiswa full. Jadi dibayarin dari awal masuk sampe lulus kuliah tanpa ikatan kontrak atau apapun.

Kelebihan;
1. Ada progrma beasiswa full
2. Kampusnya professional
3. Parkiran memadai

Minusnya;
1. Macet banget kalau mau ke sini. Gilak lah pokoknya

Overall, ya not bad lah kalau mau kuliah di sini",kuliah istri kuliah penuturan sih kuliah beasiswa full dibayarin masuk sampe lulus kuliah ikatan kontrak apapun kelebihan 1 progrma beasiswa full 2 kampusnya professional 3 parkiran memadai minusnya 1 macet banget gilak pokoknya overall ya not bad kuliah,kuliah istri kuliah tutur sih kuliah beasiswa full dibayarin masuk sampe lulus kuliah ikat kontrak apa lebih 1 progrma beasiswa full 2 kampus professional 3 parkir pada minus 1 macet banget gilak pokok overall ya not bad kuliah,"['kuliah', 'istri', 'kuliah', 'tutur', 'sih', 'kuliah', 'beasiswa', 'full', 'dibayarin', 'masuk', 'sampe', 'lulus', 'kuliah', 'ikat', 'kontrak', 'apa', 'lebih', '1', 'progrma', 'beasiswa', 'full', '2', 'kampus', 'professional', '3', 'parkir', 'pada', 'minus', '1', 'macet', 'banget', 'gilak', 'pokok', 'overall', 'ya', 'not', 'bad', 'kuliah']","['kuliah', 'istri', 'kuliah', 'tutur', 'sih', 'kuliah', 'beasiswa', 'full', 'dibayarin', 'masuk', 'sampe', 'lulus', 'kuliah', 'ikat', 'kontrak', 'apa', 'lebih', '1', 'progrma', 'beasiswa', 'full', '2', 'kampus', 'professional', '3', 'parkir', 'pada', 'minus', '1', 'macet', 'banget', 'gilak', 'pokok', 'overall', 'ya', 'not', 'bad', 'kuliah']"
Risna Krishna,5.0,Perjalanan ke sana memang agak macet apalagi klo jam sibuk..tapi begitu nyampe ke dalam kampus tempatnya tenang jauh dari kebisingan kota..Karna kita di Fik yg masuk dari gate 2 ada tempat makan di dekat Fik..komunikasi..bisnis..open library..sama terapan..harga terjangkaulah sama mahasiswa,perjalanan macet klo jam sibuktapi nyampe kampus tempatnya tenang kebisingan kotakarna fik masuk gate 2 makan fikkomunikasibisnisopen librarysama terapanharga terjangkaulah mahasiswa,jalan macet klo jam sibuktapi nyampe kampus tempat tenang bising kotakarna fik masuk gate 2 makan fikkomunikasibisnisopen librarysama terapanharga jangkau mahasiswa,"['jalan', 'macet', 'klo', 'jam', 'sibuktapi', 'nyampe', 'kampus', 'tempat', 'tenang', 'bising', 'kotakarna', 'fik', 'masuk', 'gate', '2', 'makan', 'fikkomunikasibisnisopen', 'librarysama', 'terapanharga', 'jangkau', 'mahasiswa']","['jalan', 'macet', 'klo', 'jam', 'sibuktapi', 'nyampe', 'kampus', 'tempat', 'tenang', 'bising', 'kotakarna', 'fik', 'masuk', 'gate', '2', 'makan', 'fikkomunikasibisnisopen', 'librarysama', 'terapanharga', 'jangkau', 'mahasiswa']"
Muchammad Luthfi,5.0,"Menjadi salah satu kampus swasta favorit yang ada di Indonesia. Memang kampus ini selain memiliki akreditasi yang baik, standar kenyamanan di kampus dan sekitarnya patut diperhitungkan, akses parkir yang sangat luas, akses masuk yang mudah dan aman, serta view dan ambience yang ada disini patut kalian coba",salah kampus swasta favorit indonesia kampus memiliki akreditasi standar kenyamanan kampus patut diperhitungkan akses parkir luas akses masuk mudah aman view ambience patut coba,salah kampus swasta favorit indonesia kampus milik akreditasi standar nyaman kampus patut hitung akses parkir luas akses masuk mudah aman view ambience patut coba,"['salah', 'kampus', 'swasta', 'favorit', 'indonesia', 'kampus', 'milik', 'akreditasi', 'standar', 'nyaman', 'kampus', 'patut', 'hitung', 'akses', 'parkir', 'luas', 'akses', 'masuk', 'mudah', 'aman', 'view', 'ambience', 'patut', 'coba']","['salah', 'kampus', 'swasta', 'favorit', 'indonesia', 'kampus', 'milik', 'akreditasi', 'standar', 'nyaman', 'kampus', 'patut', 'hitung', 'akses', 'parkir', 'luas', 'akses', 'masuk', 'mudah', 'aman', 'view', 'ambience', 'patut', 'coba']"
Beckham Putra,1.0,"Tolong d perhatikan untuk ojol, sgera kasih solusi yg tidak saling merugikan antara ojol sma stpam, jangan di diamkan terus menerus ,cape tiap hari ngnter k sini harus jln kaki untuk pengantaran food/pket , kita ongkos ga seberapa, tolong sesegera mungkin kasih solusi yg pas buat ojol ,apakah sediakan tmpat penitipan, atau gmn lah biar g harus jalan kaki , skali lagi tolong d perhatikan kita sama2 cari rezeky 🙏🙏🙏 kepala satpam kali2 ngopi bareng perwakilan ojol 🙏 ,,, saran sedikit mening turutin aturan satpam komplek ttip ktp kalo ke ojol ( jngan ttup telinga ttup mata)",tolong d perhatikan ojol sgera kasih solusi merugikan ojol sma stpam diamkan menerus cape ngnter k jln kaki pengantaran foodpket ongkos ga tolong kasih solusi pas ojol sediakan tmpat penitipan gimana biar g jalan kaki skali tolong d perhatikan sama2 cari rezeky kepala satpam kali2 ngopi bareng perwakilan ojol saran mening turutin aturan satpam komplek ttip ktp ojol jngan ttup telinga ttup mata,tolong d perhati ojol sgera kasih solusi rugi ojol sma stpam diam terus cape ngnter k jln kaki antar foodpket ongkos ga tolong kasih solusi pas ojol sedia tmpat titip gimana biar g jalan kaki skali tolong d perhati sama2 cari rezeky kepala satpam kali2 ngopi bareng wakil ojol saran ning turutin atur satpam komplek ttip ktp ojol jngan ttup telinga ttup mata,"['tolong', 'd', 'perhati', 'ojol', 'sgera', 'kasih', 'solusi', 'rugi', 'ojol', 'sma', 'stpam', 'diam', 'terus', 'cape', 'ngnter', 'k', 'jln', 'kaki', 'antar', 'foodpket', 'ongkos', 'ga', 'tolong', 'kasih', 'solusi', 'pas', 'ojol', 'sedia', 'tmpat', 'titip', 'gimana', 'biar', 'g', 'jalan', 'kaki', 'skali', 'tolong', 'd', 'perhati', 'sama2', 'cari', 'rezeky', 'kepala', 'satpam', 'kali2', 'ngopi', 'bareng', 'wakil', 'ojol', 'saran', 'ning', 'turutin', 'atur', 'satpam', 'komplek', 'ttip', 'ktp', 'ojol', 'jngan', 'ttup', 'telinga', 'ttup', 'mata']","['tolong', 'd', 'perhati', 'ojol', 'sgera', 'kasih', 'solusi', 'rugi', 'ojol', 'sma', 'stpam', 'diam', 'terus', 'cape', 'ngnter', 'k', 'jln', 'kaki', 'antar', 'foodpket', 'ongkos', 'ga', 'tolong', 'kasih', 'solusi', 'pas', 'ojol', 'sedia', 'tmpat', 'titip', 'gimana', 'biar', 'g', 'jalan', 'kaki', 'skali', 'tolong', 'd', 'perhati', 'sama2', 'cari', 'rezeky', 'kepala', 'satpam', 'kali2', 'ngopi', 'bareng', 'wakil', 'ojol', 'saran', 'ning', 'turutin', 'atur', 'satpam', 'komplek', 'ttip', 'ktp', 'ojol', 'jngan', 'ttup', 'telinga', 'ttup', 'mata']"
muhammad rozaqi,5.0,"Kunjungan pertama bersama mgbk Sidoarjo ke kampus ini,  dengan lingkungan hijau yang alami, asri, rindang, nyaman dan ramah. Semoga dengan jalinan silaturahmi kami bisa memberikan layanan karier studi lanjut terbaik pada peserta didik kami.",kunjungan mgbk sidoarjo kampus lingkungan hijau alami asri rindang nyaman ramah semoga jalinan silaturahmi layanan karier studi terbaik peserta didik,kunjung mgbk sidoarjo kampus lingkung hijau alami asri rindang nyaman ramah moga jalin silaturahmi layan karier studi baik serta didik,"['kunjung', 'mgbk', 'sidoarjo', 'kampus', 'lingkung', 'hijau', 'alami', 'asri', 'rindang', 'nyaman', 'ramah', 'moga', 'jalin', 'silaturahmi', 'layan', 'karier', 'studi', 'baik', 'serta', 'didik']","['kunjung', 'mgbk', 'sidoarjo', 'kampus', 'lingkung', 'hijau', 'alami', 'asri', 'rindang', 'nyaman', 'ramah', 'moga', 'jalin', 'silaturahmi', 'layan', 'karier', 'studi', 'baik', 'serta', 'didik']"
Achmad Rizal,5.0,Universitas swasta terkemuka di Indonesia.. terdiri dari 7 Fakultas Dan 45 prodi (tahun 2022) sebagian besar terakreditasi A atau Unggul..,universitas swasta terkemuka indonesia 7 fakultas 45 prodi 2022 terakreditasi a unggul,universitas swasta muka indonesia 7 fakultas 45 prodi 2022 akreditasi a unggul,"['universitas', 'swasta', 'muka', 'indonesia', '7', 'fakultas', '45', 'prodi', '2022', 'akreditasi', 'a', 'unggul']","['universitas', 'swasta', 'muka', 'indonesia', '7', 'fakultas', '45', 'prodi', '2022', 'akreditasi', 'a', 'unggul']"
Otto Habe,5.0,Kampusnya besar sekali. Udaranya sejuk. Angin mengalir sejuk.. Gedung besar. Masih ada sawahnya. Asrama laki dan perempuan di pisahkan. Nyaman untuk belajar di sini. Parkir utk mobil atau motor mahasiswa luas. Aman. Silahkan putra putrinya kuliah di sini.,kampusnya udaranya sejuk angin mengalir sejuk gedung sawahnya asrama laki perempuan pisahkan nyaman belajar parkir mobil motor mahasiswa luas aman silahkan putra putrinya kuliah,kampus udara sejuk angin alir sejuk gedung sawah asrama laki perempuan pisah nyaman ajar parkir mobil motor mahasiswa luas aman silah putra putri kuliah,"['kampus', 'udara', 'sejuk', 'angin', 'alir', 'sejuk', 'gedung', 'sawah', 'asrama', 'laki', 'perempuan', 'pisah', 'nyaman', 'ajar', 'parkir', 'mobil', 'motor', 'mahasiswa', 'luas', 'aman', 'silah', 'putra', 'putri', 'kuliah']","['kampus', 'udara', 'sejuk', 'angin', 'alir', 'sejuk', 'gedung', 'sawah', 'asrama', 'laki', 'perempuan', 'pisah', 'nyaman', 'ajar', 'parkir', 'mobil', 'motor', 'mahasiswa', 'luas', 'aman', 'silah', 'putra', 'putri', 'kuliah']"
